10000 0.0000168705
20000 0.0000338101
30000 0.0000487804
40000 0.0000613499
50000 0.0000897503
60000 0.0000904989
70000 0.0001068783
80000 0.0001256013
90000 0.0001221395
100000 0.0001472902
